0.5	-1.75517	-4.46918	-25.0599	-246.13	-3420.76	
0.51	-1.71126	-4.31263	-23.6571	-227.62	-3100.54	
0.52	-1.66888	-4.16493	-22.3596	-210.831	-2815.75	
0.53	-1.62794	-4.02542	-21.1574	-195.573	-2561.88	
0.54	-1.58835	-3.89349	-20.0422	-181.682	-2335.1	
0.55	-1.55004	-3.7686	-19.006	-169.013	-2132.07	
0.56	-1.51296	-3.65025	-18.042	-157.439	-1949.94	
0.57	-1.47702	-3.53798	-17.144	-146.848	-1786.25	
0.58	-1.44218	-3.43138	-16.3063	-137.141	-1638.84	
0.59	-1.40837	-3.33006	-15.5241	-128.23	-1505.85	
0.6	-1.37556	-3.23367	-14.7928	-120.04	-1385.67	
0.61	-1.34369	-3.14189	-14.1082	-112.499	-1276.87	
0.62	-1.31271	-3.05442	-13.4668	-105.548	-1178.21	
0.63	-1.28258	-2.971	-12.865	-99.1323	-1088.61	
0.64	-1.25327	-2.89136	-12.3	-93.2022	-1007.1	
0.65	-1.22474	-2.81528	-11.7688	-87.7143	-932.847	
0.66	-1.19696	-2.74254	-11.2691	-82.6296	-865.105	
0.67	-1.16988	-2.67294	-10.7985	-77.9129	-803.217	
0.68	-1.14349	-2.6063	-10.3549	-73.5325	-746.598	
0.69	-1.11775	-2.54244	-9.93635	-69.4601	-694.731	
0.7	-1.09263	-2.48121	-9.54114	-65.6698	-647.157	
0.71	-1.06812	-2.42246	-9.16765	-62.1384	-603.465	
0.72	-1.04417	-2.36605	-8.81439	-58.845	-563.289	
0.73	-1.02079	-2.31186	-8.48	-55.7703	-526.304	
0.74	-0.99793	-2.25975	-8.16324	-52.8973	-492.216	
0.75	-0.975585	-2.20963	-7.86294	-50.21	-460.764	
0.76	-0.953732	-2.16139	-7.57805	-47.6942	-431.711	
0.77	-0.932352	-2.11492	-7.30759	-45.337	-404.847	
0.78	-0.911428	-2.07014	-7.05064	-43.1263	-379.98	
0.79	-0.890943	-2.02696	-6.80636	-41.0513	-356.939	
0.8	-0.870883	-1.9853	-6.57399	-39.1021	-335.57	
0.81	-0.851233	-1.94509	-6.35279	-37.2697	-315.731	
0.82	-0.831977	-1.90625	-6.1421	-35.5456	-297.296	
0.83	-0.813103	-1.86872	-5.94129	-33.9222	-280.15	
0.84	-0.794599	-1.83243	-5.7498	-32.3925	-264.188	
0.85	-0.776451	-1.79733	-5.56707	-30.9501	-249.316	
0.86	-0.758648	-1.76336	-5.39261	-29.589	-235.448	
0.87	-0.74118	-1.73047	-5.22596	-28.3038	-222.506	
0.88	-0.724035	-1.69861	-5.06667	-27.0893	-210.416	
0.89	-0.707205	-1.66773	-4.91434	-25.9409	-199.116	
0.9	-0.690678	-1.63778	-4.7686	-24.8544	-188.544	
0.91	-0.674446	-1.60874	-4.62908	-23.8258	-178.646	
0.92	-0.6585	-1.58055	-4.49545	-22.8513	-169.373	
0.93	-0.642832	-1.55317	-4.36741	-21.9275	-160.678	
0.94	-0.627434	-1.52659	-4.24465	-21.0514	-152.521	
0.95	-0.612298	-1.50075	-4.12692	-20.2199	-144.862	
0.96	-0.597417	-1.47563	-4.01394	-19.4303	-137.665	
0.97	-0.582783	-1.4512	-3.90548	-18.6801	-130.9	
0.98	-0.56839	-1.42744	-3.80131	-17.967	-124.535	
0.99	-0.554232	-1.4043	-3.70123	-17.2888	-118.543	
1	-0.540302	-1.38177	-3.60502	-16.6433	-112.898	
1.01	-0.526595	-1.35983	-3.5125	-16.0288	-107.578	
1.02	-0.513104	-1.33844	-3.42349	-15.4434	-102.561	
1.03	-0.499824	-1.3176	-3.33783	-14.8855	-97.8256	
1.04	-0.48675	-1.29726	-3.25536	-14.3535	-93.3547	
1.05	-0.473877	-1.27743	-3.17592	-13.846	-89.1307	
1.06	-0.4612	-1.25807	-3.09938	-13.3616	-85.1379	
1.07	-0.448714	-1.23917	-3.0256	-12.8992	-81.3614	
1.08	-0.436415	-1.22072	-2.95446	-12.4573	-77.7876	
1.09	-0.424299	-1.20268	-2.88584	-12.0351	-74.4039	
1.1	-0.41236	-1.18506	-2.81963	-11.6314	-71.1985	
1.11	-0.400596	-1.16783	-2.75571	-11.2453	-68.1604	
1.12	-0.389002	-1.15098	-2.69399	-10.8758	-65.2795	
1.13	-0.377575	-1.1345	-2.63438	-10.522	-62.5464	
1.14	-0.366311	-1.11837	-2.57677	-10.1833	-59.9521	
1.15	-0.355206	-1.10258	-2.5211	-9.85871	-57.4884	
1.16	-0.344258	-1.08712	-2.46726	-9.54764	-55.1478	
1.17	-0.333463	-1.07198	-2.4152	-9.24938	-52.923	
1.18	-0.322818	-1.05714	-2.36482	-8.9633	-50.8073	
1.19	-0.312319	-1.0426	-2.31607	-8.6888	-48.7945	
1.2	-0.301965	-1.02834	-2.26888	-8.42532	-46.8788	
1.21	-0.291752	-1.01435	-2.22317	-8.17232	-45.0547	
1.22	-0.281677	-1.00064	-2.1789	-7.9293	-43.3171	
1.23	-0.271738	-0.987176	-2.13601	-7.69579	-41.6612	
1.24	-0.261932	-0.973965	-2.09443	-7.47133	-40.0825	
1.25	-0.252258	-0.960994	-2.05413	-7.25552	-38.5768	
1.26	-0.242712	-0.948256	-2.01504	-7.04793	-37.1401	
1.27	-0.233292	-0.935742	-1.97712	-6.84821	-35.7689	
1.28	-0.223996	-0.923447	-1.94033	-6.65598	-34.4595	
1.29	-0.214822	-0.911362	-1.90462	-6.4709	-33.2088	
1.3	-0.205768	-0.899482	-1.86996	-6.29267	-32.0136	
1.31	-0.196832	-0.887799	-1.8363	-6.12096	-30.8711	
1.32	-0.188012	-0.876308	-1.8036	-5.9555	-29.7786	
1.33	-0.179305	-0.865003	-1.77183	-5.79601	-28.7335	
1.34	-0.170711	-0.853877	-1.74095	-5.64222	-27.7333	
1.35	-0.162227	-0.842926	-1.71094	-5.4939	-26.7759	
1.36	-0.153852	-0.832145	-1.68176	-5.3508	-25.8591	
1.37	-0.145584	-0.821527	-1.65338	-5.21271	-24.9809	
1.38	-0.137421	-0.811068	-1.62577	-5.07941	-24.1393	
1.39	-0.129362	-0.800765	-1.59891	-4.9507	-23.3327	
1.4	-0.121405	-0.790611	-1.57276	-4.82639	-22.5592	
1.41	-0.113549	-0.780602	-1.54731	-4.7063	-21.8173	
1.42	-0.105793	-0.770735	-1.52252	-4.59026	-21.1055	
1.43	-0.098134	-0.761006	-1.49838	-4.47809	-20.4223	
1.44	-0.090572	-0.75141	-1.47487	-4.36965	-19.7665	
1.45	-0.0831054	-0.741944	-1.45195	-4.26478	-19.1367	
1.46	-0.0757327	-0.732603	-1.42962	-4.16334	-18.5316	
1.47	-0.0684529	-0.723386	-1.40784	-4.0652	-17.9503	
1.48	-0.0612646	-0.714287	-1.38662	-3.97022	-17.3915	
1.49	-0.0541667	-0.705305	-1.36591	-3.87829	-16.8542	
1.5	-0.0471581	-0.696435	-1.34571	-3.78927	-16.3376	
1.51	-0.0402377	-0.687676	-1.32601	-3.70307	-15.8405	
1.52	-0.0334043	-0.679023	-1.30677	-3.61957	-15.3623	
1.53	-0.0266569	-0.670474	-1.288	-3.53867	-14.902	
1.54	-0.0199945	-0.662026	-1.26967	-3.46027	-14.4588	
1.55	-0.013416	-0.653677	-1.25177	-3.38428	-14.0321	
1.56	-0.00692059	-0.645425	-1.23428	-3.3106	-13.621	
1.57	-0.000507214	-0.637266	-1.2172	-3.23916	-13.2249	
1.58	0.00582503	-0.629198	-1.2005	-3.16987	-12.8432	
1.59	0.012077	-0.621219	-1.18419	-3.10264	-12.4753	
1.6	0.0182497	-0.613327	-1.16824	-3.03742	-12.1205	
1.61	0.0243439	-0.60552	-1.15264	-2.97412	-11.7783	
1.62	0.0303604	-0.597796	-1.13739	-2.91267	-11.4482	
1.63	0.0363001	-0.590152	-1.12247	-2.85301	-11.1297	
1.64	0.0421637	-0.582587	-1.10787	-2.79507	-10.8223	
1.65	0.0479521	-0.575099	-1.09359	-2.7388	-10.5256	
1.66	0.0536659	-0.567686	-1.0796	-2.68413	-10.239	
1.67	0.059306	-0.560346	-1.06592	-2.63102	-9.9623	
1.68	0.0648731	-0.553077	-1.05251	-2.5794	-9.69498	
1.69	0.0703678	-0.545879	-1.03938	-2.52922	-9.43668	
1.7	0.0757909	-0.538749	-1.02653	-2.48044	-9.18706	
1.71	0.081143	-0.531686	-1.01393	-2.43301	-8.94576	
1.72	0.0864248	-0.524689	-1.00158	-2.38688	-8.71247	
1.73	0.091637	-0.517755	-0.989479	-2.34201	-8.48686	
1.74	0.0967801	-0.510885	-0.977615	-2.29836	-8.26864	
1.75	0.101855	-0.504075	-0.965983	-2.25588	-8.05753	
1.76	0.106862	-0.497325	-0.954575	-2.21454	-7.85324	
1.77	0.111802	-0.490634	-0.943385	-2.1743	-7.65552	
1.78	0.116675	-0.484001	-0.932407	-2.13512	-7.46413	
1.79	0.121482	-0.477424	-0.921634	-2.09697	-7.27882	
1.8	0.126223	-0.470902	-0.911061	-2.05982	-7.09936	
1.81	0.1309	-0.464435	-0.900681	-2.02364	-6.92553	
1.82	0.135512	-0.45802	-0.890491	-1.98838	-6.75714	
1.83	0.140061	-0.451658	-0.880483	-1.95403	-6.59396	
1.84	0.144546	-0.445346	-0.870654	-1.92056	-6.43583	
1.85	0.148968	-0.439085	-0.860998	-1.88794	-6.28254	
1.86	0.153327	-0.432873	-0.85151	-1.85613	-6.13393	
1.87	0.157625	-0.426709	-0.842186	-1.82512	-5.98983	
1.88	0.161862	-0.420593	-0.83302	-1.79489	-5.85007	
1.89	0.166037	-0.414523	-0.82401	-1.7654	-5.7145	
1.9	0.170152	-0.408499	-0.81515	-1.73663	-5.58297	
1.91	0.174207	-0.40252	-0.806437	-1.70857	-5.45535	
1.92	0.178203	-0.396585	-0.797866	-1.68119	-5.33148	
1.93	0.182139	-0.390693	-0.789434	-1.65447	-5.21125	
1.94	0.186017	-0.384844	-0.781137	-1.6284	-5.09452	
1.95	0.189836	-0.379038	-0.772971	-1.60294	-4.98117	
1.96	0.193598	-0.373272	-0.764933	-1.57809	-4.87109	
1.97	0.197302	-0.367548	-0.757019	-1.55382	-4.76417	
1.98	0.200949	-0.361863	-0.749226	-1.53012	-4.6603	
1.99	0.204539	-0.356218	-0.741552	-1.50698	-4.55937	
2	0.208073	-0.350612	-0.733991	-1.48437	-4.46129	
2.01	0.211552	-0.345044	-0.726543	-1.46228	-4.36596	
2.02	0.214974	-0.339514	-0.719203	-1.44069	-4.2733	
2.03	0.218342	-0.334022	-0.71197	-1.4196	-4.1832	
2.04	0.221655	-0.328566	-0.70484	-1.39898	-4.09559	
2.05	0.224914	-0.323146	-0.69781	-1.37883	-4.01039	
2.06	0.228118	-0.317762	-0.690878	-1.35913	-3.92751	
2.07	0.231269	-0.312413	-0.684042	-1.33986	-3.84689	
2.08	0.234366	-0.307099	-0.677298	-1.32102	-3.76845	
2.09	0.237411	-0.30182	-0.670645	-1.30259	-3.69211	
2.1	0.240403	-0.296575	-0.664081	-1.28457	-3.61782	
2.11	0.243343	-0.291363	-0.657602	-1.26694	-3.5455	
2.12	0.24623	-0.286184	-0.651208	-1.24968	-3.4751	
2.13	0.249066	-0.281038	-0.644895	-1.2328	-3.40656	
2.14	0.251851	-0.275925	-0.638662	-1.21628	-3.33981	
2.15	0.254585	-0.270844	-0.632506	-1.2001	-3.2748	
2.16	0.257268	-0.265794	-0.626427	-1.18427	-3.21148	
2.17	0.259901	-0.260776	-0.620421	-1.16877	-3.14979	
2.18	0.262484	-0.255789	-0.614487	-1.15358	-3.08968	
2.19	0.265017	-0.250833	-0.608624	-1.13872	-3.03112	
2.2	0.267501	-0.245907	-0.602829	-1.12416	-2.97404	
2.21	0.269935	-0.241012	-0.5971	-1.10989	-2.9184	
2.22	0.272321	-0.236146	-0.591437	-1.09592	-2.86417	
2.23	0.274658	-0.23131	-0.585838	-1.08223	-2.81129	
2.24	0.276947	-0.226504	-0.580301	-1.06881	-2.75973	
2.25	0.279188	-0.221727	-0.574824	-1.05566	-2.70945	
2.26	0.281382	-0.216978	-0.569406	-1.04277	-2.66041	
2.27	0.283528	-0.212259	-0.564046	-1.03013	-2.61258	
2.28	0.285627	-0.207567	-0.558742	-1.01774	-2.56591	
2.29	0.287679	-0.202904	-0.553493	-1.0056	-2.52038	
2.3	0.289685	-0.19827	-0.548298	-0.993682	-2.47595	
2.31	0.291645	-0.193663	-0.543155	-0.981997	-2.43259	
2.32	0.293559	-0.189083	-0.538063	-0.970535	-2.39027	
2.33	0.295427	-0.184531	-0.53302	-0.95929	-2.34897	
2.34	0.297249	-0.180007	-0.528027	-0.948256	-2.30864	
2.35	0.299027	-0.175509	-0.523081	-0.937429	-2.26926	
2.36	0.30076	-0.171039	-0.518182	-0.926804	-2.23081	
2.37	0.302448	-0.166595	-0.513327	-0.916374	-2.19326	
2.38	0.304092	-0.162178	-0.508517	-0.906136	-2.15659	
2.39	0.305691	-0.157787	-0.503751	-0.896085	-2.12076	
2.4	0.307247	-0.153423	-0.499026	-0.886215	-2.08577	
2.41	0.30876	-0.149085	-0.494343	-0.876523	-2.05157	
2.42	0.310229	-0.144774	-0.489701	-0.867004	-2.01816	
2.43	0.311655	-0.140488	-0.485097	-0.857655	-1.98551	
2.44	0.313039	-0.136228	-0.480532	-0.848469	-1.9536	
2.45	0.31438	-0.131994	-0.476005	-0.839445	-1.92241	
2.46	0.315679	-0.127785	-0.471515	-0.830578	-1.89192	
2.47	0.316936	-0.123602	-0.46706	-0.821864	-1.86211	
2.48	0.318151	-0.119445	-0.462641	-0.813299	-1.83296	
2.49	0.319325	-0.115313	-0.458256	-0.80488	-1.80446	
2.5	0.320457	-0.111206	-0.453905	-0.796603	-1.77658	
2.51	0.321549	-0.107124	-0.449586	-0.788465	-1.74932	
2.52	0.3226	-0.103068	-0.4453	-0.780463	-1.72265	
2.53	0.323611	-0.0990362	-0.441045	-0.772594	-1.69657	
2.54	0.324581	-0.0950297	-0.436821	-0.764853	-1.67104	
2.55	0.325511	-0.091048	-0.432627	-0.757239	-1.64607	
2.56	0.326402	-0.0870912	-0.428462	-0.749748	-1.62163	
2.57	0.327253	-0.0831592	-0.424326	-0.742378	-1.59771	
2.58	0.328065	-0.0792519	-0.420218	-0.735125	-1.57431	
2.59	0.328838	-0.0753692	-0.416138	-0.727987	-1.55139	
2.6	0.329573	-0.0715111	-0.412085	-0.720961	-1.52896	
2.61	0.330269	-0.0676775	-0.408059	-0.714044	-1.507	
2.62	0.330926	-0.0638685	-0.404058	-0.707235	-1.4855	
2.63	0.331546	-0.0600839	-0.400083	-0.70053	-1.46444	
2.64	0.332128	-0.0563237	-0.396132	-0.693927	-1.44382	
2.65	0.332673	-0.0525879	-0.392206	-0.687423	-1.42363	
2.66	0.33318	-0.0488765	-0.388304	-0.681018	-1.40385	
2.67	0.33365	-0.0451893	-0.384425	-0.674707	-1.38447	
2.68	0.334084	-0.0415265	-0.380569	-0.668489	-1.36549	
2.69	0.334481	-0.0378879	-0.376735	-0.662363	-1.34689	
2.7	0.334842	-0.0342735	-0.372923	-0.656325	-1.32866	
2.71	0.335166	-0.0306833	-0.369133	-0.650374	-1.3108	
2.72	0.335455	-0.0271172	-0.365364	-0.644508	-1.2933	
2.73	0.335709	-0.0235754	-0.361616	-0.638724	-1.27614	
2.74	0.335927	-0.0200576	-0.357888	-0.633022	-1.25932	
2.75	0.33611	-0.016564	-0.35418	-0.627399	-1.24284	
2.76	0.336258	-0.0130945	-0.350491	-0.621854	-1.22667	
2.77	0.336372	-0.00964907	-0.346822	-0.616384	-1.21083	
2.78	0.336451	-0.00622772	-0.343172	-0.610988	-1.19529	
2.79	0.336497	-0.00283043	-0.33954	-0.605664	-1.18005	
2.8	0.336508	0.000542796	-0.335926	-0.600411	-1.1651	
2.81	0.336486	0.00389198	-0.332331	-0.595228	-1.15044	
2.82	0.33643	0.00721711	-0.328752	-0.590112	-1.13606	
2.83	0.336342	0.0105182	-0.325191	-0.585061	-1.12196	
2.84	0.33622	0.0137953	-0.321647	-0.580076	-1.10812	
2.85	0.336066	0.0170483	-0.31812	-0.575154	-1.09454	
2.86	0.335879	0.0202773	-0.314609	-0.570293	-1.08121	
2.87	0.33566	0.0234823	-0.311114	-0.565493	-1.06814	
2.88	0.335409	0.0266632	-0.307635	-0.560752	-1.0553	
2.89	0.335127	0.0298202	-0.304172	-0.556069	-1.04271	
2.9	0.334813	0.032953	-0.300724	-0.551442	-1.03034	
2.91	0.334468	0.0360619	-0.297291	-0.546871	-1.01821	
2.92	0.334092	0.0391467	-0.293873	-0.542354	-1.00629	
2.93	0.333685	0.0422075	-0.290469	-0.537889	-0.99459	
2.94	0.333248	0.0452442	-0.28708	-0.533476	-0.983101	
2.95	0.33278	0.0482569	-0.283706	-0.529114	-0.971819	
2.96	0.332283	0.0512455	-0.280345	-0.524801	-0.960739	
2.97	0.331756	0.05421	-0.276998	-0.520537	-0.949856	
2.98	0.331199	0.0571505	-0.273665	-0.516319	-0.939166	
2.99	0.330613	0.0600669	-0.270345	-0.512149	-0.928665	
3	0.329997	0.0629592	-0.267038	-0.508023	-0.918349	
3.01	0.329354	0.0658274	-0.263745	-0.503942	-0.908213	
3.02	0.328681	0.0686714	-0.260464	-0.499904	-0.898253	
3.03	0.32798	0.0714914	-0.257197	-0.495908	-0.888466	
3.04	0.327251	0.0742873	-0.253941	-0.491954	-0.878848	
3.05	0.326495	0.077059	-0.250699	-0.488041	-0.869394	
3.06	0.32571	0.0798065	-0.247468	-0.484167	-0.860103	
3.07	0.324898	0.08253	-0.24425	-0.480332	-0.850969	
3.08	0.32406	0.0852292	-0.241044	-0.476535	-0.841989	
3.09	0.323194	0.0879043	-0.23785	-0.472775	-0.833161	
3.1	0.322302	0.0905552	-0.234668	-0.469051	-0.824481	
3.11	0.321383	0.0931819	-0.231497	-0.465363	-0.815945	
3.12	0.320438	0.0957843	-0.228338	-0.46171	-0.807551	
3.13	0.319467	0.0983626	-0.22519	-0.458091	-0.799295	
3.14	0.318471	0.100917	-0.222054	-0.454505	-0.791175	
3.15	0.317449	0.103446	-0.218929	-0.450952	-0.783187	
3.16	0.316402	0.105952	-0.215815	-0.447431	-0.77533	
3.17	0.31533	0.108433	-0.212712	-0.443941	-0.767599	
3.18	0.314233	0.11089	-0.20962	-0.440481	-0.759993	
3.19	0.313112	0.113323	-0.206539	-0.437052	-0.752509	
3.2	0.311967	0.115732	-0.203469	-0.433651	-0.745144	
3.21	0.310798	0.118116	-0.200409	-0.43028	-0.737896	
3.22	0.309605	0.120476	-0.19736	-0.426936	-0.730761	
3.23	0.308388	0.122811	-0.194322	-0.42362	-0.723739	
3.24	0.307149	0.125123	-0.191294	-0.42033	-0.716826	
3.25	0.305886	0.12741	-0.188277	-0.417067	-0.710021	
3.26	0.304601	0.129672	-0.18527	-0.413829	-0.70332	
3.27	0.303293	0.131911	-0.182274	-0.410617	-0.696722	
3.28	0.301962	0.134125	-0.179288	-0.407429	-0.690225	
3.29	0.30061	0.136314	-0.176312	-0.404265	-0.683827	
3.3	0.299236	0.138479	-0.173346	-0.401125	-0.677525	
3.31	0.297841	0.14062	-0.17039	-0.398008	-0.671317	
3.32	0.296424	0.142737	-0.167445	-0.394913	-0.665203	
3.33	0.294986	0.144829	-0.164509	-0.39184	-0.659179	
3.34	0.293527	0.146897	-0.161584	-0.388789	-0.653244	
3.35	0.292048	0.14894	-0.158669	-0.38576	-0.647396	
3.36	0.290549	0.150959	-0.155764	-0.38275	-0.641633	
3.37	0.289029	0.152954	-0.152868	-0.379762	-0.635954	
3.38	0.28749	0.154925	-0.149983	-0.376793	-0.630357	
3.39	0.285931	0.156871	-0.147107	-0.373843	-0.62484	
3.4	0.284352	0.158792	-0.144242	-0.370912	-0.619401	
3.41	0.282755	0.160689	-0.141386	-0.368	-0.61404	
3.42	0.281139	0.162562	-0.13854	-0.365106	-0.608754	
3.43	0.279504	0.164411	-0.135704	-0.36223	-0.603542	
3.44	0.277851	0.166235	-0.132878	-0.359372	-0.598402	
3.45	0.276179	0.168035	-0.130062	-0.35653	-0.593333	
3.46	0.27449	0.16981	-0.127255	-0.353706	-0.588334	
3.47	0.272783	0.171562	-0.124459	-0.350897	-0.583403	
3.48	0.271059	0.173289	-0.121672	-0.348105	-0.578539	
3.49	0.269317	0.174991	-0.118895	-0.345328	-0.57374	
3.5	0.267559	0.176669	-0.116128	-0.342567	-0.569005	
3.51	0.265784	0.178323	-0.113371	-0.33982	-0.564334	
3.52	0.263993	0.179953	-0.110624	-0.337089	-0.559723	
3.53	0.262185	0.181558	-0.107886	-0.334372	-0.555174	
3.54	0.260362	0.183139	-0.105159	-0.331669	-0.550683	
3.55	0.258522	0.184696	-0.102441	-0.328979	-0.546251	
3.56	0.256668	0.186228	-0.0997336	-0.326304	-0.541875	
3.57	0.254798	0.187737	-0.0970359	-0.323641	-0.537555	
3.58	0.252913	0.189221	-0.094348	-0.320992	-0.53329	
3.59	0.251014	0.190681	-0.0916702	-0.318355	-0.529078	
3.6	0.2491	0.192117	-0.0890023	-0.315731	-0.524919	
3.61	0.247171	0.193528	-0.0863445	-0.313119	-0.520811	
3.62	0.245229	0.194916	-0.0836967	-0.310519	-0.516754	
3.63	0.243273	0.196279	-0.081059	-0.307931	-0.512747	
3.64	0.241304	0.197618	-0.0784313	-0.305354	-0.508787	
3.65	0.239321	0.198934	-0.0758138	-0.302788	-0.504876	
3.66	0.237325	0.200225	-0.0732064	-0.300233	-0.501011	
3.67	0.235316	0.201492	-0.0706092	-0.29769	-0.497191	
3.68	0.233295	0.202735	-0.0680222	-0.295156	-0.493417	
3.69	0.231262	0.203954	-0.0654454	-0.292634	-0.489686	
3.7	0.229216	0.205149	-0.062879	-0.290121	-0.485998	
3.71	0.227159	0.206321	-0.0603228	-0.287618	-0.482353	
3.72	0.22509	0.207468	-0.057777	-0.285125	-0.478749	
3.73	0.22301	0.208592	-0.0552416	-0.282642	-0.475186	
3.74	0.220918	0.209691	-0.0527166	-0.280168	-0.471662	
3.75	0.218816	0.210767	-0.050202	-0.277703	-0.468177	
3.76	0.216703	0.211819	-0.047698	-0.275248	-0.464731	
3.77	0.21458	0.212848	-0.0452045	-0.272801	-0.461322	
3.78	0.212446	0.213853	-0.0427216	-0.270363	-0.45795	
3.79	0.210303	0.214834	-0.0402494	-0.267933	-0.454614	
3.8	0.208149	0.215791	-0.0377878	-0.265512	-0.451314	
3.81	0.205987	0.216725	-0.0353369	-0.263099	-0.448048	
3.82	0.203815	0.217636	-0.0328968	-0.260694	-0.444816	
3.83	0.201634	0.218523	-0.0304675	-0.258298	-0.441617	
3.84	0.199445	0.219386	-0.0280491	-0.255908	-0.438451	
3.85	0.197247	0.220226	-0.0256415	-0.253527	-0.435317	
3.86	0.19504	0.221043	-0.0232449	-0.251153	-0.432214	
3.87	0.192826	0.221837	-0.0208594	-0.248787	-0.429142	
3.88	0.190603	0.222607	-0.0184848	-0.246427	-0.426101	
3.89	0.188374	0.223354	-0.0161214	-0.244075	-0.423089	
3.9	0.186136	0.224078	-0.0137691	-0.24173	-0.420106	
3.91	0.183892	0.224778	-0.011428	-0.239392	-0.417151	
3.92	0.181641	0.225456	-0.00909819	-0.237061	-0.414225	
3.93	0.179383	0.226111	-0.00677966	-0.234736	-0.411325	
3.94	0.177119	0.226742	-0.00447249	-0.232418	-0.408453	
3.95	0.174848	0.227351	-0.00217672	-0.230106	-0.405607	
3.96	0.172572	0.227937	0.00010758	-0.227801	-0.402786	
3.97	0.17029	0.2285	0.00238037	-0.225502	-0.399991	
3.98	0.168002	0.22904	0.00464159	-0.223209	-0.397221	
3.99	0.165709	0.229558	0.00689119	-0.220923	-0.394475	
4	0.163411	0.230053	0.00912911	-0.218642	-0.391753	
4.01	0.161108	0.230526	0.0113553	-0.216367	-0.389054	
4.02	0.1588	0.230976	0.0135697	-0.214098	-0.386378	
4.03	0.156489	0.231404	0.0157723	-0.211835	-0.383724	
4.04	0.154172	0.231809	0.0179629	-0.209578	-0.381093	
4.05	0.151852	0.232192	0.0201417	-0.207326	-0.378483	
4.06	0.149529	0.232553	0.0223084	-0.205079	-0.375894	
4.07	0.147201	0.232891	0.024463	-0.202839	-0.373326	
4.08	0.144871	0.233208	0.0266055	-0.200603	-0.370778	
4.09	0.142537	0.233503	0.0287359	-0.198373	-0.36825	
4.1	0.140201	0.233775	0.030854	-0.196148	-0.365741	
4.11	0.137862	0.234026	0.0329599	-0.193929	-0.363252	
4.12	0.135521	0.234255	0.0350534	-0.191714	-0.360782	
4.13	0.133177	0.234462	0.0371344	-0.189505	-0.358329	
4.14	0.130831	0.234648	0.0392031	-0.187301	-0.355895	
4.15	0.128484	0.234812	0.0412592	-0.185102	-0.353479	
4.16	0.126135	0.234954	0.0433028	-0.182907	-0.35108	
4.17	0.123785	0.235075	0.0453337	-0.180718	-0.348697	
4.18	0.121434	0.235175	0.047352	-0.178534	-0.346332	
4.19	0.119082	0.235253	0.0493575	-0.176354	-0.343983	
4.2	0.116729	0.235311	0.0513502	-0.174179	-0.341649	
