0.1	-nan	-nan	-nan	-nan	-nan	
0.11	-nan	-nan	-nan	-nan	-nan	
0.12	-nan	-nan	-nan	-nan	-nan	
0.13	-nan	-nan	-nan	-nan	-nan	
0.14	-nan	-nan	-nan	-nan	-nan	
0.15	-nan	-nan	-nan	-nan	-nan	
0.16	-nan	-nan	-nan	-nan	-nan	
0.17	-nan	-nan	-nan	-nan	-nan	
0.18	-nan	-nan	-nan	-nan	-nan	
0.19	-nan	-nan	-nan	-nan	-nan	
0.2	-nan	-nan	-nan	-nan	-nan	
0.21	-nan	-nan	-nan	-nan	-nan	
0.22	-nan	-nan	-nan	-nan	-nan	
0.23	-nan	-nan	-nan	-nan	-nan	
0.24	-nan	-nan	-nan	-nan	-nan	
0.25	-nan	-nan	-nan	-nan	-nan	
0.26	-nan	-nan	-nan	-nan	-nan	
0.27	-nan	-nan	-nan	-nan	-nan	
0.28	-nan	-nan	-nan	-nan	-nan	
0.29	-nan	-nan	-nan	-nan	-nan	
0.3	-nan	-nan	-nan	-nan	-nan	
0.31	-nan	-nan	-nan	-nan	-nan	
0.32	-nan	-nan	-nan	-nan	-nan	
0.33	-nan	-nan	-nan	-nan	-nan	
0.34	-nan	-nan	-nan	-nan	-nan	
0.35	-nan	-nan	-nan	-nan	-nan	
0.36	-nan	-nan	-nan	-nan	-nan	
0.37	-nan	-nan	-nan	-nan	-nan	
0.38	-nan	-nan	0	0	0	
0.39	0.974842	0.128033	0.0100303	0.000560186	2.43121e-05	
0.4	0.973546	0.131212	0.0105453	0.000604125	2.68935e-05	
0.41	0.972218	0.134383	0.0110727	0.000650284	2.96745e-05	
0.42	0.970858	0.137546	0.0116125	0.000698713	3.26649e-05	
0.43	0.969467	0.140701	0.0121647	0.000749464	3.58748e-05	
0.44	0.968044	0.143847	0.0127291	0.000802589	3.93147e-05	
0.45	0.96659	0.146984	0.0133058	0.000858139	4.2995e-05	
0.46	0.965105	0.150113	0.0138947	0.000916164	4.69266e-05	
0.47	0.963588	0.153233	0.0144957	0.000976717	5.11206e-05	
0.48	0.96204	0.156344	0.0151088	0.00103985	5.5588e-05	
0.49	0.960461	0.159445	0.015734	0.0011056	6.03405e-05	
0.5	0.958851	0.162537	0.0163711	0.00117404	6.53896e-05	
0.51	0.95721	0.165619	0.0170202	0.0012452	7.07473e-05	
0.52	0.955539	0.168691	0.0176811	0.00131913	7.64256e-05	
0.53	0.953836	0.171754	0.0183538	0.00139589	8.24368e-05	
0.54	0.952104	0.174806	0.0190384	0.00147552	8.87935e-05	
0.55	0.95034	0.177847	0.0197346	0.00155808	9.55083e-05	
0.56	0.948547	0.180878	0.0204424	0.0016436	0.000102594	
0.57	0.946723	0.183898	0.0211618	0.00173214	0.000110064	
0.58	0.944869	0.186907	0.0218928	0.00182375	0.000117932	
0.59	0.942985	0.189905	0.0226352	0.00191846	0.000126211	
0.6	0.941071	0.192892	0.023389	0.00201634	0.000134914	
0.61	0.939127	0.195867	0.0241541	0.00211741	0.000144056	
0.62	0.937153	0.198831	0.0249305	0.00222174	0.000153651	
0.63	0.93515	0.201782	0.0257181	0.00232936	0.000163713	
0.64	0.933118	0.204722	0.0265168	0.00244032	0.000174257	
0.65	0.931056	0.20765	0.0273265	0.00255467	0.000185297	
0.66	0.928965	0.210565	0.0281473	0.00267245	0.000196848	
0.67	0.926845	0.213467	0.028979	0.0027937	0.000208926	
0.68	0.924696	0.216357	0.0298215	0.00291847	0.000221544	
0.69	0.922518	0.219234	0.0306748	0.00304679	0.00023472	
0.7	0.920311	0.222098	0.0315388	0.00317872	0.000248468	
0.71	0.918076	0.224949	0.0324134	0.0033143	0.000262804	
0.72	0.915812	0.227787	0.0332986	0.00345356	0.000277745	
0.73	0.91352	0.23061	0.0341942	0.00359656	0.000293305	
0.74	0.9112	0.233421	0.0351003	0.00374332	0.000309503	
0.75	0.908852	0.236217	0.0360166	0.00389389	0.000326353	
0.76	0.906476	0.238999	0.0369433	0.00404832	0.000343872	
0.77	0.904072	0.241768	0.03788	0.00420663	0.000362078	
0.78	0.90164	0.244521	0.0388269	0.00436888	0.000380987	
0.79	0.899181	0.247261	0.0397838	0.00453509	0.000400617	
0.8	0.896695	0.249986	0.0407505	0.00470532	0.000420984	
0.81	0.894182	0.252695	0.0417271	0.00487958	0.000442106	
0.82	0.891641	0.25539	0.0427135	0.00505794	0.000464001	
0.83	0.889074	0.25807	0.0437095	0.00524041	0.000486685	
0.84	0.88648	0.260735	0.0447152	0.00542704	0.000510178	
0.85	0.883859	0.263384	0.0457303	0.00561786	0.000534497	
0.86	0.881212	0.266017	0.0467548	0.00581292	0.000559659	
0.87	0.878539	0.268635	0.0477886	0.00601224	0.000585684	
0.88	0.87584	0.271237	0.0488317	0.00621585	0.00061259	
0.89	0.873114	0.273823	0.0498839	0.0064238	0.000640395	
0.9	0.870363	0.276393	0.0509452	0.00663612	0.000669118	
0.91	0.867587	0.278946	0.0520154	0.00685284	0.000698777	
0.92	0.864784	0.281483	0.0530945	0.00707399	0.000729392	
0.93	0.861957	0.284003	0.0541823	0.00729961	0.000760982	
0.94	0.859104	0.286507	0.0552789	0.00752973	0.000793565	
0.95	0.856227	0.288993	0.056384	0.00776437	0.000827161	
0.96	0.853325	0.291463	0.0574976	0.00800357	0.000861789	
0.97	0.850398	0.293916	0.0586196	0.00824737	0.000897469	
0.98	0.847446	0.296351	0.0597499	0.00849578	0.000934221	
0.99	0.844471	0.298769	0.0608884	0.00874884	0.000972063	
1	0.841471	0.301169	0.0620351	0.00900658	0.00101102	
1.01	0.838447	0.303551	0.0631897	0.00926903	0.0010511	
1.02	0.8354	0.305916	0.0643522	0.0095362	0.00109233	
1.03	0.832329	0.308262	0.0655225	0.00980814	0.00113474	
1.04	0.829235	0.310591	0.0667006	0.0100849	0.00117833	
1.05	0.826117	0.312901	0.0678862	0.0103664	0.00122314	
1.06	0.822977	0.315193	0.0690793	0.0106528	0.00126918	
1.07	0.819814	0.317467	0.0702799	0.010944	0.00131647	
1.08	0.816628	0.319722	0.0714877	0.0112401	0.00136503	
1.09	0.813419	0.321958	0.0727027	0.0115412	0.00141489	
1.1	0.810189	0.324175	0.0739248	0.0118471	0.00146606	
1.11	0.806936	0.326373	0.0751539	0.0121581	0.00151856	
1.12	0.803661	0.328552	0.0763899	0.012474	0.00157242	
1.13	0.800365	0.330712	0.0776326	0.0127949	0.00162765	
1.14	0.797047	0.332853	0.078882	0.0131208	0.00168428	
1.15	0.793708	0.334974	0.080138	0.0134518	0.00174233	
1.16	0.790348	0.337076	0.0814004	0.0137878	0.00180182	
1.17	0.786966	0.339158	0.0826691	0.0141289	0.00186276	
1.18	0.783564	0.34122	0.083944	0.0144751	0.00192519	
1.19	0.780142	0.343262	0.0852251	0.0148264	0.00198912	
1.2	0.776699	0.345285	0.0865122	0.0151829	0.00205457	
1.21	0.773236	0.347287	0.0878052	0.0155445	0.00212157	
1.22	0.769754	0.349269	0.0891039	0.0159112	0.00219013	
