
1,-3.04576 ,-3.60091 ,-3.72463 ,-3.7587 
2,-3.79428 ,-4.72681 ,-4.95363 ,-5.01745 
3,-4.02381 ,-5.07936 ,-5.34252 ,-5.41706 
4,-4.09757 ,-5.19182 ,-5.46658 ,-5.54455 
