
1,0.25 ,3.5009 
2,0.2559 ,8.089 
3,0.2618 ,8.69164 
4,0.2677 ,9.35666 
5,0.2736 ,9.86533 
6,0.2795 ,10.4174 
7,0.2854 ,10.8245 
8,0.2913 ,11.2574 
9,0.2972 ,11.6262 
10,0.3031 ,11.8851 
11,0.309 ,12.1453 
12,0.3149 ,12.3509 
13,0.3208 ,12.507 
14,0.3267 ,12.6195 
15,0.3326 ,12.6951 
16,0.3385 ,12.7642 
17,0.3444 ,12.7996 
18,0.3503 ,12.8214 
19,0.3562 ,12.8391 
20,0.3621 ,12.8629 
21,0.368 ,12.9043 
22,0.3739 ,12.9 
23,0.3798 ,13.0115 
24,0.3857 ,13.1868 
25,0.3916 ,13.4468 
26,0.3975 ,13.8173 
27,0.4034 ,14.3307 
28,0.4093 ,15.0284 
29,0.4152 ,15.8695 
30,0.4211 ,17.1154 
31,0.427 ,18.7628 
32,0.4329 ,20.93 
33,0.4388 ,23.6791 
34,0.4447 ,27.346 
35,0.4506 ,31.9831 
36,0.4565 ,37.6075 
37,0.4624 ,43.8664 
38,0.4683 ,50.0666 
39,0.4742 ,54.7959 
40,0.4801 ,56.705 
41,0.486 ,55.4506 
42,0.4919 ,51.755 
43,0.4978 ,46.9459 
44,0.5037 ,42.1898 
45,0.5096 ,39.3338 
46,0.5155 ,38.3463 
47,0.5214 ,31.1459 
48,0.5273 ,27.6826 
49,0.5332 ,25.3154 
50,0.5391 ,23.5289 
51,0.545 ,22.1522 
52,0.5509 ,21.098 
53,0.5568 ,20.241 
54,0.5627 ,19.6128 
55,0.5686 ,19.0812 
56,0.5745 ,18.7267 
57,0.5804 ,18.4083 
58,0.5863 ,18.2357 
59,0.5922 ,18.06 
60,0.5981 ,18.0101 
61,0.604 ,18.0066 
62,0.6099 ,17.9635 
63,0.6158 ,18.0264 
64,0.6217 ,18.0362 
65,0.6276 ,18.1416 
66,0.6335 ,18.1859 
67,0.6394 ,18.3164 
68,0.6453 ,18.4532 
69,0.6512 ,18.5247 
70,0.6571 ,18.668 
71,0.663 ,18.7473 
72,0.6689 ,18.889 
73,0.6748 ,19.0251 
74,0.6807 ,19.1044 
75,0.6866 ,19.2304 
76,0.6925 ,19.3062 
77,0.6984 ,19.4186 
78,0.7043 ,19.5203 
79,0.7102 ,19.5855 
80,0.7161 ,19.6708 
81,0.722 ,19.7445 
82,0.7279 ,19.7972 
83,0.7338 ,19.8538 
84,0.7397 ,19.899 
85,0.7456 ,19.9396 
86,0.7515 ,19.9688 
87,0.7574 ,19.9876 
88,0.7633 ,20.0179 
89,0.7692 ,20.023 
90,0.7751 ,20.0194 
91,0.781 ,20.0422 
92,0.7869 ,20.028 
93,0.7928 ,20.007 
94,0.7987 ,19.9802 
95,0.8046 ,19.9977 
96,0.8105 ,19.9652 
97,0.8164 ,19.9292 
98,0.8223 ,19.9473 
99,0.8282 ,19.9094 
100,0.8341 ,19.8704 
101,0.84 ,19.8312 
102,0.8459 ,19.8552 
103,0.8518 ,19.819 
104,0.8577 ,19.7849 
105,0.8636 ,19.817 
106,0.8695 ,19.7892 
107,0.8754 ,19.7654 
108,0.8813 ,19.7466 
109,0.8872 ,19.7935 
110,0.8931 ,19.7848 
111,0.899 ,19.7827 
112,0.9049 ,19.7878 
113,0.9108 ,19.8532 
114,0.9167 ,19.8715 
115,0.9226 ,19.8982 
116,0.9285 ,19.9339 
117,0.9344 ,19.979 
118,0.9403 ,20.0715 
119,0.9462 ,20.1324 
120,0.9521 ,20.2034 
121,0.958 ,20.2849 
122,0.9639 ,20.4004 
123,0.9698 ,20.4987 
124,0.9757 ,20.6079 
125,0.9816 ,20.728 
126,0.9875 ,20.8591 
127,0.9934 ,21.0047 
128,0.9993 ,21.1532 
129,1.0052 ,21.3128 
130,1.0111 ,21.4833 
131,1.017 ,21.6529 
132,1.0229 ,21.8408 
133,1.0288 ,22.0395 
134,1.0347 ,22.2489 
135,1.0406 ,22.4688 
136,1.0465 ,22.6688 
137,1.0524 ,22.9055 
138,1.0583 ,23.1525 
139,1.0642 ,23.4095 
140,1.0701 ,23.6765 
141,1.076 ,23.9071 
142,1.0819 ,24.1902 
143,1.0878 ,24.4829 
144,1.0937 ,24.785 
145,1.0996 ,25.0964 
146,1.1055 ,25.417 
147,1.1114 ,25.6856 
148,1.1173 ,26.0221 
149,1.1232 ,26.3678 
150,1.1291 ,26.7229 
151,1.135 ,27.0878 
152,1.1409 ,27.3901 
153,1.1468 ,27.7728 
154,1.1527 ,28.1674 
155,1.1586 ,28.5758 
156,1.1645 ,29.0012 
157,1.1704 ,29.4491 
158,1.1763 ,29.8046 
159,1.1822 ,30.2966 
160,1.1881 ,30.8006 
161,1.194 ,30.8974 
162,1.1999 ,29.4005 
163,1.2058 ,30.0917 
164,1.2117 ,30.9615 
165,1.2176 ,31.4195 
166,1.2235 ,32.0327 
167,1.2294 ,32.5642 
168,1.2353 ,33.0539 
169,1.2412 ,33.519 
170,1.2471 ,33.9677 
171,1.253 ,34.355 
172,1.2589 ,34.7883 
173,1.2648 ,35.2112 
174,1.2707 ,35.6243 
175,1.2766 ,36.0275 
176,1.2825 ,36.4207 
177,1.2884 ,36.8033 
178,1.2943 ,37.1592 
179,1.3002 ,37.5227 
180,1.3061 ,37.8731 
181,1.312 ,38.2098 
182,1.3179 ,38.5317 
183,1.3238 ,38.8381 
184,1.3297 ,39.1282 
185,1.3356 ,39.4096 
186,1.3415 ,39.6681 
187,1.3474 ,39.9081 
188,1.3533 ,40.129 
189,1.3592 ,40.3301 
190,1.3651 ,40.5113 
191,1.371 ,40.6721 
192,1.3769 ,40.8397 
193,1.3828 ,40.962 
194,1.3887 ,41.0635 
195,1.3946 ,41.1445 
196,1.4005 ,41.2051 
197,1.4064 ,41.2458 
198,1.4123 ,41.267 
199,1.4182 ,41.2691 
200,1.4241 ,41.2952 
201,1.43 ,41.2627 
202,1.4359 ,41.2131 
203,1.4418 ,41.1473 
204,1.4477 ,41.0661 
205,1.4536 ,40.9704 
206,1.4595 ,40.8613 
207,1.4654 ,40.7396 
208,1.4713 ,40.6545 
209,1.4772 ,40.5108 
210,1.4831 ,40.3573 
211,1.489 ,40.195 
212,1.4949 ,40.0249 
213,1.5008 ,39.8479 
214,1.5067 ,39.665 
215,1.5126 ,39.477 
216,1.5185 ,39.2848 
217,1.5244 ,39.1332 
218,1.5303 ,38.9338 
219,1.5362 ,38.7324 
220,1.5421 ,38.5296 
221,1.548 ,38.3263 
222,1.5539 ,38.1229 
223,1.5598 ,37.9201 
224,1.5657 ,37.7185 
225,1.5716 ,37.5184 
226,1.5775 ,37.351 
227,1.5834 ,37.1534 
228,1.5893 ,36.9586 
229,1.5952 ,36.767 
230,1.6011 ,36.5788 
231,1.607 ,36.3945 
232,1.6129 ,36.2142 
233,1.6188 ,36.0381 
234,1.6247 ,35.8665 
235,1.6306 ,35.6995 
236,1.6365 ,35.546 
237,1.6424 ,35.3861 
238,1.6483 ,35.2311 
239,1.6542 ,35.0811 
240,1.6601 ,34.9363 
241,1.666 ,34.7966 
242,1.6719 ,34.662 
243,1.6778 ,34.5326 
244,1.6837 ,34.4084 
245,1.6896 ,34.2892 
246,1.6955 ,34.1611 
247,1.7014 ,34.0496 
248,1.7073 ,33.9432 
249,1.7132 ,33.8417 
250,1.7191 ,33.7451 
251,1.725 ,33.6532 
252,1.7309 ,33.566 
253,1.7368 ,33.4834 
254,1.7427 ,33.4052 
255,1.7486 ,33.3313 
256,1.7545 ,33.2616 
257,1.7604 ,33.1619 
258,1.7663 ,33.0987 
259,1.7722 ,33.0394 
260,1.7781 ,32.9839 
261,1.784 ,32.9321 
262,1.7899 ,32.8837 
263,1.7958 ,32.8387 
264,1.8017 ,32.7969 
265,1.8076 ,32.7581 
266,1.8135 ,32.7223 
267,1.8194 ,32.6892 
268,1.8253 ,32.6149 
269,1.8312 ,32.5866 
270,1.8371 ,32.5608 
271,1.843 ,32.5373 
272,1.8489 ,32.5161 
273,1.8548 ,32.4969 
274,1.8607 ,32.4796 
275,1.8666 ,32.4642 
276,1.8725 ,32.4504 
277,1.8784 ,32.4381 
278,1.8843 ,32.4274 
279,1.8902 ,32.4179 
280,1.8961 ,32.3684 
281,1.902 ,32.3622 
282,1.9079 ,32.357 
283,1.9138 ,32.3529 
284,1.9197 ,32.3496 
285,1.9256 ,32.3472 
286,1.9315 ,32.3455 
287,1.9374 ,32.3444 
288,1.9433 ,32.3438 
289,1.9492 ,32.3437 
290,1.9551 ,32.344 
291,1.961 ,32.3445 
292,1.9669 ,32.3451 
293,1.9728 ,32.3214 
294,1.9787 ,32.3239 
295,1.9846 ,32.3259 
296,1.9905 ,32.3266 
297,1.9964 ,32.3237 
298,2.0023 ,32.3112 
299,2.0082 ,32.2666 
300,2.0141 ,32.0748 
301,2.02 ,31.1887 
302,2.0259 ,31.5401 
303,2.0318 ,32.0229 
304,2.0377 ,32.169 
305,2.0436 ,32.2296 
306,2.0495 ,32.2227 
307,2.0554 ,32.2601 
308,2.0613 ,32.2829 
309,2.0672 ,32.2985 
310,2.0731 ,32.31 
311,2.079 ,32.319 
312,2.0849 ,32.3264 
313,2.0908 ,32.3325 
314,2.0967 ,32.3379 
315,2.1026 ,32.3426 
316,2.1085 ,32.3468 
317,2.1144 ,32.3506 
318,2.1203 ,32.3541 
319,2.1262 ,32.3574 
320,2.1321 ,32.3606 
321,2.138 ,32.3874 
322,2.1439 ,32.392 
323,2.1498 ,32.3966 
324,2.1557 ,32.4011 
325,2.1616 ,32.4057 
326,2.1675 ,32.4103 
327,2.1734 ,32.4149 
328,2.1793 ,32.4198 
329,2.1852 ,32.4248 
330,2.1911 ,32.43 
331,2.197 ,32.4355 
332,2.2029 ,32.4413 
333,2.2088 ,32.4474 
334,2.2147 ,32.4538 
335,2.2206 ,32.4607 
336,2.2265 ,32.5058 
337,2.2324 ,32.5139 
338,2.2383 ,32.5225 
339,2.2442 ,32.5314 
340,2.2501 ,32.5409 
341,2.256 ,32.5508 
342,2.2619 ,32.5612 
343,2.2678 ,32.5721 
344,2.2737 ,32.5837 
345,2.2796 ,32.5957 
346,2.2855 ,32.6084 
347,2.2914 ,32.6217 
348,2.2973 ,32.6356 
349,2.3032 ,32.6502 
350,2.3091 ,32.6654 
351,2.315 ,32.6813 
352,2.3209 ,32.7327 
353,2.3268 ,32.749 
354,2.3327 ,32.766 
355,2.3386 ,32.7836 
356,2.3445 ,32.8018 
357,2.3504 ,32.8206 
358,2.3563 ,32.8401 
359,2.3622 ,32.8601 
360,2.3681 ,32.8807 
361,2.374 ,32.9019 
362,2.3799 ,32.9236 
363,2.3858 ,32.9459 
364,2.3917 ,32.9688 
365,2.3976 ,32.9922 
366,2.4035 ,33.016 
367,2.4094 ,33.0404 
368,2.4153 ,33.0652 
369,2.4212 ,33.1059 
370,2.4271 ,33.13 
371,2.433 ,33.1544 
372,2.4389 ,33.1792 
373,2.4448 ,33.2043 
374,2.4507 ,33.2296 
375,2.4566 ,33.2552 
376,2.4625 ,33.281 
377,2.4684 ,33.307 
378,2.4743 ,33.3331 
379,2.4802 ,33.3594 
380,2.4861 ,33.3857 
381,2.492 ,33.412 
382,2.4979 ,33.4384 
383,2.5038 ,33.4647 
384,2.5097 ,33.4909 
385,2.5156 ,33.517 
386,2.5215 ,33.5429 
387,2.5274 ,33.5686 
388,2.5333 ,33.5813 
389,2.5392 ,33.605 
390,2.5451 ,33.6284 
391,2.551 ,33.6515 
392,2.5569 ,33.6742 
393,2.5628 ,33.6964 
394,2.5687 ,33.7183 
395,2.5746 ,33.7396 
396,2.5805 ,33.7604 
397,2.5864 ,33.7806 
398,2.5923 ,33.8002 
399,2.5982 ,33.8192 
400,2.6041 ,33.8374 
401,2.61 ,33.8549 
402,2.6159 ,33.8717 
403,2.6218 ,33.8877 
404,2.6277 ,33.9028 
405,2.6336 ,33.917 
406,2.6395 ,33.9303 
407,2.6454 ,33.9107 
408,2.6513 ,33.9215 
409,2.6572 ,33.9314 
410,2.6631 ,33.9403 
411,2.669 ,33.9481 
412,2.6749 ,33.955 
413,2.6808 ,33.9607 
414,2.6867 ,33.9654 
415,2.6926 ,33.9689 
416,2.6985 ,33.9713 
417,2.7044 ,33.9726 
418,2.7103 ,33.9726 
419,2.7162 ,33.9714 
420,2.7221 ,33.969 
421,2.728 ,33.9653 
422,2.7339 ,33.9604 
423,2.7398 ,33.9542 
424,2.7457 ,33.9466 
425,2.7516 ,33.9377 
426,2.7575 ,33.9275 
427,2.7634 ,33.916 
428,2.7693 ,33.8709 
429,2.7752 ,33.8573 
430,2.7811 ,33.8423 
431,2.787 ,33.8259 
432,2.7929 ,33.8082 
433,2.7988 ,33.7892 
434,2.8047 ,33.7688 
435,2.8106 ,33.7471 
436,2.8165 ,33.724 
437,2.8224 ,33.6995 
438,2.8283 ,33.6737 
439,2.8342 ,33.6466 
440,2.8401 ,33.618 
441,2.846 ,33.5881 
442,2.8519 ,33.5569 
443,2.8578 ,33.5243 
444,2.8637 ,33.4904 
445,2.8696 ,33.4551 
446,2.8755 ,33.4186 
447,2.8814 ,33.3807 
448,2.8873 ,33.3415 
449,2.8932 ,33.301 
450,2.8991 ,33.2593 
451,2.905 ,33.2064 
452,2.9109 ,33.1635 
453,2.9168 ,33.1195 
454,2.9227 ,33.0742 
455,2.9286 ,33.0277 
456,2.9345 ,32.9801 
457,2.9404 ,32.9313 
458,2.9463 ,32.8814 
459,2.9522 ,32.8303 
460,2.9581 ,32.7781 
461,2.964 ,32.7248 
462,2.9699 ,32.6704 
463,2.9758 ,32.6148 
464,2.9817 ,32.5578 
465,2.9876 ,32.4991 
466,2.9935 ,32.4371 
467,2.9994 ,32.3588 
468,3.0053 ,32.3543 
469,3.0112 ,32.2791 
470,3.0171 ,32.2138 
471,3.023 ,32.15 
472,3.0289 ,32.0863 
473,3.0348 ,32.0222 
474,3.0407 ,31.9576 
475,3.0466 ,31.9105 
476,3.0525 ,31.8458 
477,3.0584 ,31.7806 
478,3.0643 ,31.7148 
479,3.0702 ,31.6485 
480,3.0761 ,31.5817 
481,3.082 ,31.5145 
482,3.0879 ,31.4468 
483,3.0938 ,31.3786 
484,3.0997 ,31.3101 
485,3.1056 ,31.2412 
486,3.1115 ,31.172 
487,3.1174 ,31.1025 
488,3.1233 ,31.0328 
489,3.1292 ,30.9628 
