
1,1.11179 ,1.28238 ,1.31844 ,1.32825 
2,1.28238 ,1.58735 ,1.67333 ,1.69983 
3,1.31844 ,1.67333 ,1.79356 ,1.83479 
4,1.32825 ,1.69983 ,1.83479 ,1.88294 
