
1,-1.32825 ,-1.59529 ,-1.65509 ,-1.67157 
2,-1.69983 ,-2.18924 ,-2.31266 ,-2.34773 
3,-1.83479 ,-2.40741 ,-2.55733 ,-2.60057 
4,-1.88294 ,-2.48395 ,-2.64356 ,-2.69008 
