
1,0 ,0.999851 ,inf ,0 
2,0.01 ,0.999851 ,0.9937 ,0 
3,0.02 ,0.999851 ,0.982485 ,0.9998 
4,0.03 ,0.999603 ,0.978552 ,0.99955 
5,0.04 ,0.999256 ,0.976367 ,0.9992 
6,0.05 ,0.99881 ,0.974823 ,0.998751 
7,0.06 ,0.998265 ,0.973552 ,0.998202 
8,0.07 ,0.997622 ,0.972396 ,0.997553 
9,0.08 ,0.99688 ,0.971277 ,0.996805 
10,0.09 ,0.99604 ,0.970149 ,0.995958 
11,0.1 ,0.995102 ,0.968988 ,0.995012 
12,0.11 ,0.994066 ,0.967776 ,0.993968 
13,0.12 ,0.992933 ,0.966503 ,0.992826 
14,0.13 ,0.991703 ,0.965161 ,0.991586 
15,0.14 ,0.990377 ,0.963746 ,0.990248 
16,0.15 ,0.988954 ,0.962253 ,0.988813 
17,0.16 ,0.987435 ,0.960679 ,0.987282 
18,0.17 ,0.985821 ,0.959024 ,0.985654 
19,0.18 ,0.984113 ,0.957285 ,0.983931 
20,0.19 ,0.982309 ,0.955463 ,0.982112 
21,0.2 ,0.980413 ,0.953555 ,0.980199 
22,0.21 ,0.978423 ,0.951561 ,0.978191 
23,0.22 ,0.97634 ,0.949482 ,0.97609 
24,0.23 ,0.974166 ,0.947318 ,0.973897 
25,0.24 ,0.9719 ,0.945068 ,0.971611 
26,0.25 ,0.969543 ,0.942733 ,0.969233 
27,0.26 ,0.967097 ,0.940313 ,0.966765 
28,0.27 ,0.964561 ,0.937808 ,0.964206 
29,0.28 ,0.961937 ,0.935219 ,0.961558 
30,0.29 ,0.959225 ,0.932546 ,0.958822 
31,0.3 ,0.956426 ,0.92979 ,0.955997 
32,0.31 ,0.953541 ,0.926952 ,0.953086 
33,0.32 ,0.950571 ,0.924032 ,0.950089 
34,0.33 ,0.947517 ,0.921031 ,0.947006 
35,0.34 ,0.944379 ,0.917949 ,0.943839 
36,0.35 ,0.941158 ,0.914788 ,0.940588 
37,0.36 ,0.937856 ,0.911548 ,0.937255 
38,0.37 ,0.934474 ,0.908229 ,0.93384 
39,0.38 ,0.931011 ,0.904834 ,0.930345 
40,0.39 ,0.92747 ,0.901362 ,0.92677 
41,0.4 ,0.923851 ,0.897815 ,0.923116 
42,0.41 ,0.920156 ,0.894194 ,0.919385 
43,0.42 ,0.916385 ,0.890499 ,0.915578 
44,0.43 ,0.91254 ,0.886732 ,0.911695 
45,0.44 ,0.908621 ,0.882893 ,0.907738 
46,0.45 ,0.904629 ,0.878984 ,0.903707 
47,0.46 ,0.900567 ,0.875006 ,0.899605 
48,0.47 ,0.896435 ,0.870959 ,0.895431 
49,0.48 ,0.892233 ,0.866845 ,0.891188 
50,0.49 ,0.887964 ,0.862665 ,0.886876 
51,0.5 ,0.883629 ,0.85842 ,0.882497 
52,0.51 ,0.879228 ,0.854111 ,0.878052 
53,0.52 ,0.874763 ,0.849739 ,0.873541 
54,0.53 ,0.870235 ,0.845306 ,0.868967 
55,0.54 ,0.865645 ,0.840812 ,0.864331 
56,0.55 ,0.860995 ,0.83626 ,0.859633 
57,0.56 ,0.856286 ,0.831649 ,0.854875 
58,0.57 ,0.851519 ,0.826982 ,0.850059 
59,0.58 ,0.846695 ,0.822259 ,0.845185 
60,0.59 ,0.841816 ,0.817482 ,0.840255 
61,0.6 ,0.836884 ,0.812651 ,0.83527 
62,0.61 ,0.831898 ,0.807769 ,0.830232 
63,0.62 ,0.826861 ,0.802837 ,0.825142 
64,0.63 ,0.821774 ,0.797855 ,0.820001 
65,0.64 ,0.816638 ,0.792826 ,0.81481 
66,0.65 ,0.811455 ,0.78775 ,0.809572 
67,0.66 ,0.806226 ,0.782628 ,0.804286 
68,0.67 ,0.800952 ,0.777462 ,0.798956 
69,0.68 ,0.795635 ,0.772254 ,0.793581 
70,0.69 ,0.790276 ,0.767004 ,0.788163 
71,0.7 ,0.784877 ,0.761714 ,0.782705 
72,0.71 ,0.779438 ,0.756386 ,0.777206 
73,0.72 ,0.773961 ,0.751019 ,0.771669 
74,0.73 ,0.768447 ,0.745617 ,0.766094 
75,0.74 ,0.762899 ,0.74018 ,0.760484 
76,0.75 ,0.757317 ,0.734709 ,0.75484 
77,0.76 ,0.751702 ,0.729206 ,0.749162 
78,0.77 ,0.746056 ,0.723673 ,0.743453 
79,0.78 ,0.740381 ,0.718109 ,0.737713 
80,0.79 ,0.734677 ,0.712518 ,0.731945 
81,0.8 ,0.728947 ,0.7069 ,0.726149 
82,0.81 ,0.72319 ,0.701256 ,0.720327 
83,0.82 ,0.71741 ,0.695588 ,0.71448 
84,0.83 ,0.711606 ,0.689897 ,0.70861 
85,0.84 ,0.705782 ,0.684184 ,0.702718 
86,0.85 ,0.699937 ,0.678452 ,0.696805 
87,0.86 ,0.694073 ,0.6727 ,0.690872 
88,0.87 ,0.688191 ,0.66693 ,0.684922 
89,0.88 ,0.682294 ,0.661144 ,0.678955 
90,0.89 ,0.676381 ,0.655343 ,0.672973 
91,0.9 ,0.670455 ,0.649529 ,0.666977 
92,0.91 ,0.664517 ,0.643701 ,0.660968 
93,0.92 ,0.658568 ,0.637863 ,0.654948 
94,0.93 ,0.652609 ,0.632014 ,0.648917 
95,0.94 ,0.646641 ,0.626156 ,0.642878 
96,0.95 ,0.640667 ,0.620291 ,0.636832 
97,0.96 ,0.634687 ,0.61442 ,0.630779 
98,0.97 ,0.628702 ,0.608544 ,0.624721 
99,0.98 ,0.622714 ,0.602663 ,0.61866 
100,0.99 ,0.616724 ,0.59678 ,0.612596 
101,1 ,0.610733 ,0.590896 ,0.606531 
102,1.01 ,0.604742 ,0.585011 ,0.600466 
103,1.02 ,0.598752 ,0.579127 ,0.594402 
104,1.03 ,0.592766 ,0.573246 ,0.58834 
105,1.04 ,0.586783 ,0.567367 ,0.582282 
106,1.05 ,0.580805 ,0.561492 ,0.576229 
107,1.06 ,0.574833 ,0.555624 ,0.570182 
108,1.07 ,0.568869 ,0.549761 ,0.564142 
109,1.08 ,0.562913 ,0.543906 ,0.55811 
110,1.09 ,0.556967 ,0.53806 ,0.552087 
111,1.1 ,0.551031 ,0.532224 ,0.546074 
112,1.11 ,0.545107 ,0.526398 ,0.540074 
113,1.12 ,0.539195 ,0.520584 ,0.534085 
114,1.13 ,0.533298 ,0.514784 ,0.52811 
115,1.14 ,0.527415 ,0.508997 ,0.52215 
116,1.15 ,0.521548 ,0.503225 ,0.516206 
117,1.16 ,0.515698 ,0.497468 ,0.510278 
118,1.17 ,0.509865 ,0.491729 ,0.504368 
119,1.18 ,0.504052 ,0.486007 ,0.498476 
120,1.19 ,0.498258 ,0.480304 ,0.492604 
121,1.2 ,0.492484 ,0.474621 ,0.486752 
122,1.21 ,0.486732 ,0.468958 ,0.480922 
