
1,3.15432 ,3.7587 ,3.89499 ,3.93263 
2,3.7587 ,5.01745 ,5.41706 ,5.54455 
3,3.89499 ,5.41706 ,6.02003 ,6.25196 
4,3.93263 ,5.54455 ,6.25196 ,6.57173 
