
1,0 ,59.9394 ,0 ,0 
2,0.05 ,59.9394 ,0.05 ,0 
3,0.1 ,59.9394 ,5.99394 ,0 
4,0.15 ,764.803 ,114.72 ,0 
5,0.2 ,5378.42 ,1075.68 ,0 
6,0.25 ,26344.4 ,6586.11 ,0 
7,0.3 ,100616 ,30184.9 ,0 
8,0.35 ,319972 ,111990 ,0 
9,0.4 ,883697 ,353479 ,0 
10,0.45 ,2.18135e+06 ,981606 ,0 
11,0.5 ,4.91239e+06 ,2.4562e+06 ,1 
12,0.55 ,1.02472e+07 ,5.63595e+06 ,1 
13,0.6 ,2.00299e+07 ,1.20179e+07 ,1 
14,0.65 ,3.70184e+07 ,2.40619e+07 ,1 
15,0.7 ,6.5151e+07 ,4.56057e+07 ,1 
16,0.75 ,1.09821e+08 ,8.23656e+07 ,1 
17,0.8 ,1.78135e+08 ,1.42508e+08 ,1 
18,0.85 ,2.79125e+08 ,2.37256e+08 ,1 
19,0.9 ,4.2388e+08 ,3.81492e+08 ,1 
20,0.95 ,6.25559e+08 ,5.94281e+08 ,1 
21,1 ,8.99251e+08 ,8.99251e+08 ,2 
22,1.05 ,1.26166e+09 ,1.32474e+09 ,2 
23,1.1 ,1.73055e+09 ,1.90361e+09 ,2 
24,1.15 ,2.32406e+09 ,2.67267e+09 ,2 
25,1.2 ,3.05969e+09 ,3.67163e+09 ,2 
26,1.25 ,3.9532e+09 ,4.9415e+09 ,2 
27,1.3 ,5.0173e+09 ,6.52248e+09 ,2 
28,1.35 ,6.26027e+09 ,8.45137e+09 ,2 
29,1.4 ,7.68461e+09 ,1.07584e+10 ,2 
30,1.45 ,9.28561e+09 ,1.34641e+10 ,2 
31,1.5 ,1.10503e+10 ,1.65755e+10 ,3 
32,1.55 ,1.29565e+10 ,2.00826e+10 ,3 
33,1.6 ,1.49723e+10 ,2.39556e+10 ,3 
34,1.65 ,1.70559e+10 ,2.81422e+10 ,3 
35,1.7 ,1.91561e+10 ,3.25654e+10 ,3 
36,1.75 ,2.12136e+10 ,3.71238e+10 ,3 
37,1.8 ,2.31618e+10 ,4.16912e+10 ,3 
38,1.85 ,2.49296e+10 ,4.61197e+10 ,3 
39,1.9 ,2.64437e+10 ,5.02431e+10 ,3 
40,1.95 ,2.7632e+10 ,5.38824e+10 ,3 
41,2 ,2.84261e+10 ,5.68523e+10 ,4 
42,2.05 ,2.87658e+10 ,5.89699e+10 ,4 
43,2.1 ,2.86015e+10 ,6.00632e+10 ,4 
44,2.15 ,2.78983e+10 ,5.99812e+10 ,4 
45,2.2 ,2.66378e+10 ,5.86032e+10 ,4 
46,2.25 ,2.48214e+10 ,5.58481e+10 ,4 
47,2.3 ,2.24707e+10 ,5.16827e+10 ,4 
48,2.35 ,1.96288e+10 ,4.61276e+10 ,4 
49,2.4 ,1.63593e+10 ,3.92624e+10 ,4 
50,2.45 ,1.27456e+10 ,3.12267e+10 ,4 
51,2.5 ,8.88766e+09 ,2.22191e+10 ,5 
52,2.55 ,4.89931e+09 ,1.24932e+10 ,5 
53,2.6 ,9.03787e+08 ,2.34985e+09 ,5 
54,2.65 ,-2.97101e+09 ,-7.87318e+09 ,5 
55,2.7 ,-6.59776e+09 ,-1.78139e+10 ,5 
56,2.75 ,-9.85514e+09 ,-2.71016e+10 ,5 
57,2.8 ,-1.26332e+10 ,-3.5373e+10 ,5 
58,2.85 ,-1.48385e+10 ,-4.22897e+10 ,5 
59,2.9 ,-1.63982e+10 ,-4.75549e+10 ,5 
60,2.95 ,-1.72642e+10 ,-5.09295e+10 ,5 
61,3 ,-1.74153e+10 ,-5.22458e+10 ,6 
62,3.05 ,-1.68585e+10 ,-5.14185e+10 ,6 
63,3.1 ,-1.56297e+10 ,-4.8452e+10 ,6 
64,3.15 ,-1.37917e+10 ,-4.34438e+10 ,6 
65,3.2 ,-1.14323e+10 ,-3.65833e+10 ,6 
66,3.25 ,-8.66034e+09 ,-2.81461e+10 ,6 
